Artist Name,Location,Song Title,Sounds Like,Social Link,SoundCloud Link,Played on triple J,Played on Unearthed,Release Date,Primary Genre,Unearthed_Genre_Raw,Bandcamp_Source_Mode,Bandcamp_Search_Domain,Date Added,Email
natalie-tanabe,Artist,Roadrager (Extended Version),,https://www.instagram.com/natalietanabemusic/ | https://www.tiktok.com/@natalietanabemusic | https://www.youtube.com/@natalietanabemusic | https://open.spotify.com/artist/74a6tooUCtopWIycPjMN7R | https://www.youtube.com/channel/UCd2KNtfphz8HvYzM4pwtHmg,,,,29 Mar 2026,Indie,Indie / Pop / Electronic,,,2026-04-02,
ennaria,Artist,ME!!,"Bring Me the Horizon, 100 Gecs, Electric Call boy, Hanabie, Underscores, Food house",https://www.instagram.com/ennar1a | https://www.tiktok.com/@ennar1a | https://www.youtube.com/@ennar1a | https://open.spotify.com/artist/0vKadOdp1SPc45oHfkZd4U?si=9pHNLMiQRbqZ_c0trD5CtQ | https://soundcloud.com/ennaria | https://www.youtube.com/channel/UCd2KNtfphz8HvYzM4pwtHmg,,yes,,31 Mar 2026,Hardcore,Hardcore / Metal / Pop,,,2026-04-02,
1tbsp,Artist,Pink Dress (feat. cherry chola),"Four Tet, Daphni, Mura Masa, Crystal Castles",https://www.instagram.com/1tbsp.dj/ | https://www.facebook.com/1tbsp.dj | https://twitter.com/1tbsp1 | https://www.tiktok.com/@ma.xwell.b | https://open.spotify.com/artist/6G01WYFYF91rjG5LtwMhY4?si=FTMB41i9RFiXiUF8911n1A | https://soundcloud.com/1tbsp | https://www.youtube.com/channel/UCd2KNtfphz8HvYzM4pwtHmg,,yes,,19 Mar 2026,Dance,Dance,,,2026-04-02,
luv4her,Artist,bbg I like u,"Eyedress, Men I Trust, Vansire, Yot Club, Mac DeMarco, Cuco, Clairo, The Marias, Hotel Ugly",https://www.instagram.com/luv4hermusic.mp3/ | https://www.tiktok.com/@luv4hermusic | https://www.youtube.com/channel/UCniRBFNC4KAs7kC7om8VtrQ | https://open.spotify.com/artist/0B0whKnPkjxBUQ3FdtQtJz?si=vRKNMezbRgydrAUVPvw9oA | https://www.youtube.com/channel/UCd2KNtfphz8HvYzM4pwtHmg,,,,29 Mar 2026,Indie,Indie / Pop / Rock,,,2026-04-02,
emjaysoul,Artist,"SWINDLE DEEZ (Ft. MALI JO$E, Sollyy & Station Hayds)","J. Cole, Kenny Beats, Statik Selektah, Baby Keem and Mr. Green & Kaytranada",https://www.instagram.com/emjaysoul/ | https://open.spotify.com/artist/6BB9QdkS3bqMlzX6k5lztT?si=DgGKFM49ToCoeWU3ixBRhQ | https://www.youtube.com/channel/UCd2KNtfphz8HvYzM4pwtHmg,,yes,,17 Mar 2026,Hip,Hip-Hop / Dance / R&B,,,2026-04-02,
bad-neighbour,Artist,Rush Apart,"The Menzingers, Sorority Noise, Microwave, The Front Bottoms, Against Me!",https://www.facebook.com/Badneighb0ur/?ref=bookmarks | https://www.youtube.com/watch?v=JO3TO6mVLsE | https://www.youtube.com/channel/UCd2KNtfphz8HvYzM4pwtHmg,,,,30 Mar 2026,Indie,Indie / Punk / Rock,,,2026-04-02,
fan-girl,Artist,Echo Grey,,https://www.instagram.com/fangirlmusic/ | https://www.facebook.com/fangirlsounds/ | https://twitter.com/fangirlsounds | https://www.youtube.com/c/FanGirlMusic | https://open.spotify.com/artist/5T6xZyiyC7t9IChfUHu4zt?si=g8niQplUQQWKzOYlT8AttA | https://www.youtube.com/channel/UCd2KNtfphz8HvYzM4pwtHmg,,yes,,23 Mar 2026,Indie,Indie / Punk / Rock,,,2026-04-02,
sweatbaby,Artist,MUSIC 2 MY EARS w/ Robert Baxter,"Mallgrab, Ninajirachi, Malugi, Notion, DJ Heartstring, Club Angel, Juicy Romance",https://www.instagram.com/sweatbabyyy/ | https://www.tiktok.com/@sweatbabyyyy | https://www.youtube.com/channel/UCd2KNtfphz8HvYzM4pwtHmg,,yes,,21 Mar 2026,Dance,Dance / Electronic,,,2026-04-02,
lazy-eyes,Artist,The One Who Got Away,music,https://www.instagram.com/thelazyeyesband/ | https://www.facebook.com/thelazyeyesband/ | https://twitter.com/TheLazyEyesband | https://www.tiktok.com/@thelazyeyesband? | https://www.youtube.com/thelazyeyes | https://open.spotify.com/artist/5ZCOgPpZNvlJEBnUZnDqW8 | https://soundcloud.com/thelazyeyesband | https://www.youtube.com/channel/UCd2KNtfphz8HvYzM4pwtHmg,,yes,,27 Mar 2026,Indie,Indie / Rock,,,2026-04-02,
fasehorsew,Artist,Juniper Wilts,"Nirvana, No Doubt, L7, Soundgarden, Led Zeppelin,",https://www.instagram.com/fasehorseband/ | https://www.tiktok.com/@fasehorse.band?lang=en | https://www.youtube.com/channel/UCd2KNtfphz8HvYzM4pwtHmg,,,,31 Mar 2026,Punk,Punk / Rock / Blues,,,2026-04-02,
bluech-c,Artist,Feels Like A Crime,"Garbage, Wet Leg, Le Tigre and Goldfrapp",https://www.youtube.com/channel/UCd2KNtfphz8HvYzM4pwtHmg,,,,29 Mar 2026,Rock,Rock / Punk / Indie,,,2026-04-02,
