Artist Name,Location,Song Title,Sounds Like,Social Link,SoundCloud Link,Played on triple J,Played on Unearthed,Release Date,Primary Genre,Unearthed_Genre_Raw,Bandcamp_Source_Mode,Bandcamp_Search_Domain,Date Added,Email
kaybee,"Perth,WA",WEEK11 (ft. Marlowe Wilton),,https://www.instagram.com/k4ybeee | https://open.spotify.com/artist/2PIlRxTYueV3iVxYMjSu9U?si=NORWsk7LSaW9pqZZBLpo8Q | https://www.youtube.com/channel/UCd2KNtfphz8HvYzM4pwtHmg,,yes,,12 Mar 2026,Experimental,Experimental / Pop,,,2026-03-26,
deepfaith,"New England North West,NSW",Dont know who my friends are,"Andrew Lloyd Webber, The Dare, Fcukers, Ninajirachi.",https://www.instagram.com/thedeepfaith | https://www.facebook.com/thedeepfaith | https://www.tiktok.com/@the.deepfaith | https://www.youtube.com/@thedeepfaith7467 | https://open.spotify.com/artist/0b6qpgf9acyHi3PwV18Dyc?si=C4fygA_RQZWttFZ2GSq_uA | https://www.youtube.com/channel/UCd2KNtfphz8HvYzM4pwtHmg,,,,24 Mar 2026,Electronic,Electronic / Dance / Indie,,,2026-03-26,
betty-0,"Sydney,NSW",Wings,"alice phoebe lou, nick hakim, adrianne lenker",https://www.instagram.com/betty.com.au/?hl=en | https://www.facebook.com/bettymusicau/ | https://www.youtube.com/channel/UC5RtVQ5scBZiqlgAZXGV7tg | https://open.spotify.com/artist/4dzpD5GedidkVBhvGGEpGs?si=g1nKmUPhQtybX5mPjxHB3Q | https://www.youtube.com/channel/UCd2KNtfphz8HvYzM4pwtHmg,,,yes,12 Mar 2026,Indie,Indie / Pop / R&B,,,2026-03-26,
kch,"Sydney,NSW",ingrained,"Last Dinosaurs, Dominic Fike, The 1975, Still Woozy, Rex Orange County",https://www.instagram.com/kylecharleshall/ | https://www.facebook.com/Kyle-Charles-Hall-100786274631030/?ref=bookmarks | https://www.tiktok.com/@kylecharleshall?lang=en | https://www.youtube.com/channel/UC-rzjHfgk1c9NkBtyd28V1Q | https://open.spotify.com/artist/46uWTUVuDzfIAfiLA8Xfgb?si=QCSnPqI6TcOpDg1In6EFfw | https://www.youtube.com/channel/UCd2KNtfphz8HvYzM4pwtHmg,,,,25 Mar 2026,Indie,Indie / Pop / Rock,,,2026-03-26,
trzo,"Perth, WA",Pocket Rockets,TRZO,https://www.instagram.com/terz.0/ | https://www.youtube.com/channel/UCd2KNtfphz8HvYzM4pwtHmg,,,,26 Mar 2026,Hip,Hip-Hop / Beats / Ambient,,,2026-03-26,
ra-ra-viper,"Perth,WA",Andy's Place,"Fontaines DC, Amyl and the Sniffers, Bad Dreems,",https://www.instagram.com/ra_ra_viper_band/?hl=en | https://www.facebook.com/raraviper/ | https://www.tiktok.com/@ra.ra.viper | https://www.youtube.com/channel/UCKS6Z0894aN-cl_gWTIgmww | https://open.spotify.com/artist/0YkVmTUYQdhgxE8vek7GId?si=l-3Edc6sQSKU-pOoi8jtcA | https://www.youtube.com/channel/UCd2KNtfphz8HvYzM4pwtHmg,,,,25 Mar 2026,Rock,Rock / Indie,,,2026-03-26,
swamye,"Perth, WA",In Orbit,"WIMY, Grentperez, Wimy, yung kai",https://www.instagram.com/swamye_/ | https://www.tiktok.com/@swamonspotify | https://www.youtube.com/@SwamOnSpotify | https://open.spotify.com/track/7BrDuHMKVUhwE90P5kLBAq | https://www.youtube.com/channel/UCd2KNtfphz8HvYzM4pwtHmg,,,,25 Mar 2026,Indie,Indie / Acoustic,,,2026-03-26,
kinomotel,"Melbourne,VIC",I'm Your Scene,"Fontaines DC, Baxter Dury, Nick Cave, Lee Hazelwood & Nancy Sinatra",https://www.instagram.com/kino__motel/ | https://www.facebook.com/kinomotelmusic | https://www.youtube.com/@kinomotel | https://open.spotify.com/artist/1WMsTYSu0v32ptt1Uiai60?si=IroNr37OTpqP9jBzSVWoXA | https://www.youtube.com/channel/UCd2KNtfphz8HvYzM4pwtHmg,,,,23 Mar 2026,Indie,Indie / Rock,,,2026-03-26,
x-ivy,"Melbourne, VIC",Broken Jam,"todd edwards, chris stussy, job jobse",https://instagram.com/@xandivy_ | https://tiktok.com/partyshirt | https://soundcloud.com/xandivy | https://www.youtube.com/channel/UCd2KNtfphz8HvYzM4pwtHmg,,,,25 Mar 2026,Dance,Dance / Electronic,,,2026-03-26,
cenobia,"Sydney,NSW",Throne Of Want,"Sleep Token, Spiritbox, Deftones, Evanescence",https://www.instagram.com/cenobiaofficial/ | https://www.facebook.com/cenobiaofficial/ | https://www.tiktok.com/@cenobiaofficial | https://www.youtube.com/@CenobiaOfficial | https://open.spotify.com/artist/6RncuM8SQrNoFWTzKeloDG?si=5_1AaRcnQcKQ673en5Z4ZQ | https://www.youtube.com/channel/UCd2KNtfphz8HvYzM4pwtHmg,,yes,,29 Sep 2025,Metal,Metal,,,2026-03-26,
